"","s0"
"(Intercept)",1.30647962613704
"APOD",0.00618765069494795
"CCND1",-0.0279195783766992
"B2M",0.000823394312225933
"CD74",0.00396380862477939
"HLA.DRB1",0.00866165041188991
"MMP9",-0.0038678620833371
"TMEM164",-0.0605437022257505
"FTH1",0.00217029100174587
"VGF",-0.0028787241972177
