"","s0"
"(Intercept)",-87.483297076901
"TMSB4X",-0.00088818900357923
"MZT2B",-0.00663217292678169
"H2BC8",0.820313375360595
"CCND1",-0.018262921242649
"IFITM3",0.407012930963558
"IFI27",0.457133173451424
"CXCL9",0.340258018716722
"PTBP1",0.00835809075694676
